id,author,desc,sales,average,highest_price,lowest_price
CAT_000127_e44_d1,Burani,"L. a. s., (1870), 1 p. in-8.","[{'date': '1871-08', 'price': 5.0}, {'date': '1889-12', 'price': 5.0}]",5.0,5.0,5.0
CAT_000127_e90_d1,Fénelon,"Let. aut. à la comtesse de Montberon, sa nièce ; 31 juil. 1704, 1 p. 3/4 in-8, cachet. Jolie lettre.","[{'date': '1893-07', 'price': 25.0}, {'date': '1894-12', 'price': 30.0}, {'date': '1889-12', 'price': 30.0}]",28.33,30.0,25.0
CAT_000127_e151_d1,Leroux,"L. a. s. à l'éditeur Charpentier, 1844, 2/3 de p. in-8.","[{'date': '1892-06', 'price': 8.0}, {'date': '1881-01', 'price': 3.0}, {'date': '1889-12', 'price': 8.0}]",6.33,8.0,3.0
CAT_000127_e168_d1,Marguerite,"Let. sig. avec la souscription aut. à l'infante d'Espagne Isabelle ; Paris, 31 décembre 1605, 1 p. in-fol., sceau. Rare. Très belle lettre intime.","[{'date': '1890-10', 'price': 120.0}, {'date': '1889-12', 'price': 120.0}]",120.0,120.0,120.0
CAT_000173_e197_d1,Mauduyt,"L. a. s. à Valmont de Bomare; 1783, 3 p. in-4.","[{'date': '1890-12', 'price': 8.0}, {'date': '1889-12', 'price': 8.0}, {'date': '1880-01', 'price': 5.0}, {'date': '1894-02', 'price': 6.0}]",6.75,8.0,5.0
CAT_000081_e3_d1,Adelung,"L. a. s.; Leipzig, 1782, 3 p. in-4. Belle pièce.","[{'date': '1887-09', 'price': 2.0}, {'date': '1885-03', 'price': 2.0}, {'date': '1870-03', 'price': 2.0}]",2.0,2.0,2.0
CAT_000075_e2_d1,Aguesseau,"L. a. s. à M. de Pontchartrain; Paris, 28 juillet 1702, 2 p. 1/2 in-4. Belle et intéressante lettre.","[{'date': '1887-09', 'price': 15.0}, {'date': '1885-02', 'price': 15.0}]",15.0,15.0,15.0
CAT_000110_e4_d1,Albani,"L. a. s., en français, à une princesse ; Rome, 23 février 1831, 2 p. in-4.","[{'date': '1884-12', 'price': 15.0}, {'date': '1887-09', 'price': 15.0}]",15.0,15.0,15.0
CAT_000049_e3_d1,Arnauld,"L. aut. (à Mme de Bouthillier); 18 fév. 1663, I p. in-8.","[{'date': '1885-03', 'price': 10.0}, {'date': '1887-09', 'price': 10.0}, {'date': '1880-03', 'price': 15.0}]",11.67,15.0,10.0
CAT_000075_e9_d1,Arnauld,"L. a. s. à M. Chibert, conseiller à la Cour des Aides, (1716), 2 p. 1/2 in-8.","[{'date': '1887-09', 'price': 6.0}, {'date': '1885-02', 'price': 6.0}]",6.0,6.0,6.0
CAT_000139_e5_d1,Aubry,"L. a. s.; Paris, 15 avril 1771, 1 p. in-8.","[{'date': '1894-05', 'price': 10.0}, {'date': '1884-10', 'price': 10.0}, {'date': '1887-09', 'price': 10.0}, {'date': '1891-04', 'price': 15.0}]",11.25,15.0,10.0
CAT_000072_e10_d1,Aunet,"L. a. s.; 15 janvier 1865, 2 p. in-8.","[{'date': '1887-09', 'price': 4.0}, {'date': '1894-02', 'price': 4.0}, {'date': '1884-10', 'price': 4.0}]",4.0,4.0,4.0
CAT_000110_e16_d1,Babeuf,"10 lettres à lui adressées par Choron, le baron Méchain, Etienne Lenoir, L. a. Rochefoucauld-Liancourt, etc; 1817-22, 17 pages in-8 ou in-4.","[{'date': '1885-02', 'price': 10.0}, {'date': '1887-09', 'price': 10.0}]",10.0,10.0,10.0
CAT_000110_e22_d1,Baste,"L. a. s. à un général: Boulogne, 26 octobre 1811, 1 p. in-4.","[{'date': '1885-02', 'price': 5.0}, {'date': '1887-09', 'price': 5.0}]",5.0,5.0,5.0
CAT_000110_e37_d1,Berruyer,"Let. aut. à M. de Préaulx, ambassadeur en Flandre; Xanten, 17 octobre 1614, 2 p. in-fol.","[{'date': '1885-02', 'price': 10.0}, {'date': '1887-09', 'price': 10.0}]",10.0,10.0,10.0
CAT_000150_e31_d1,Bertin,"L. a. s. (au président Dupaty); Versailles, 8 octobre 1781, 2 p. 1/2 in-4. Léger raccommodage dans la partie blanche de la lettre. Très rare. Très curieuse épitre intime et littéraire.","[{'date': '1887-09', 'price': 40.0}, {'date': '1885-05', 'price': 40.0}, {'date': '1892-06', 'price': 35.0}]",38.33,40.0,35.0
CAT_000075_e29_d1,Bitaut,"L. a. s. au maréchal de Brézé; Vouillé, 1er novembre 1639, 1 p. in-4, cachets et soies.","[{'date': '1887-09', 'price': 15.0}, {'date': '1893-08', 'price': None}, {'date': '1885-02', 'price': 15.0}]",15.0,15.0,15.0
CAT_000075_e33_d1,Bornier,"L. a. s.; 12 septembre (1861), 1 p. in-8.","[{'date': '1887-09', 'price': 3.0}, {'date': '1885-02', 'price': 3.0}]",3.0,3.0,3.0
CAT_000120_e33_d1,Bouffé,"Le Père Turlututu, scène VIII, pièce aut. sig., 1846, 1 p. in-4 obl. Superbe pièce faite pour un amateur.","[{'date': '1884-10', 'price': 20.0}, {'date': '1887-09', 'price': 20.0}, {'date': '1888-12', 'price': 50.0}]",30.0,50.0,20.0
CAT_000170_e39_d1,Boufflers,"Pièce sig., comme gouverneur de Gorée; 1787, 1 p. in-4.","[{'date': '1885-02', 'price': 5.0}, {'date': '1887-09', 'price': 5.0}, {'date': '1892-02', 'price': 6.0}, {'date': '1893-11', 'price': 5.0}]",5.25,6.0,5.0
CAT_000110_e57_d1,Boulogne,"Quittance sig. sur vélin, 1702, in-18 obl.","[{'date': '1891-04', 'price': 10.0}, {'date': '1887-09', 'price': 10.0}]",10.0,10.0,10.0
CAT_000110_e60_d1,Brazza,"L. a. s., 25 juin 1882, 1 p. 1/2 in-18. Jolie pièce d'amateur qui contient une citation « d'Adouma».","[{'date': '1891-03', 'price': 20.0}, {'date': '1887-09', 'price': 20.0}]",20.0,20.0,20.0
CAT_000110_e62_d1,Broca,"L. a. s., 20 octobre 1868, 3 p. in-8.","[{'date': '1891-03', 'price': 25.0}, {'date': '1887-09', 'price': 25.0}]",25.0,25.0,25.0
CAT_000077_e15_d1,Brulart,"L. a. s.; Blois, 21 janvier 1637, 1 p. in-f.","[{'date': '1887-09', 'price': 15.0}, {'date': '1885-04', 'price': 15.0}]",15.0,15.0,15.0
CAT_000110_e65_d1,Bussy-Rabutin,"Let. sig. à Richelieu; Wésel, 26 septembre 1633, 1 p. in-fol. Cachets. Légère déchirure.","[{'date': '1885-02', 'price': 20.0}, {'date': '1887-09', 'price': 20.0}]",20.0,20.0,20.0
CAT_000110_e67_d1,Calonne,"L. a. s. ; Douai, 31 janvier 1765, 3 p. in-4.","[{'date': '1884-12', 'price': 10.0}, {'date': '1887-09', 'price': 10.0}]",10.0,10.0,10.0
CAT_000077_e21_d1,Candeille,"Pièce de vers aut. sig.; datée de l'Hermitage, le 5 oct. 1823, 1 p. in-18 obl.","[{'date': '1887-09', 'price': 5.0}, {'date': '1888-12', 'price': 15.0}, {'date': '1885-04', 'price': 5.0}]",8.33,15.0,5.0
CAT_000110_e70_d2,Carmontel,"2° Quittance sig. sur vélin; 1785, in-8 obl.","[{'date': '1884-12', 'price': 15.0}, {'date': '1887-09', 'price': 15.0}]",15.0,15.0,15.0
CAT_000110_e71_d1,Carmouche,"12 let. a. s. à Sauvage, directeur de l'Odéon; 1827-57, 15 p. in-8 et in-18.","[{'date': '1885-02', 'price': 10.0}, {'date': '1887-09', 'price': 10.0}]",10.0,10.0,10.0
CAT_000075_e43_d1,Caro,"L. a. s.; 1875, 1 p. in-18.","[{'date': '1887-09', 'price': 3.0}, {'date': '1885-02', 'price': 3.0}]",3.0,3.0,3.0
CAT_000122_e36_d1,Cartigny,"7 l. a. s. au baron Taylor, 1837-47, 10 p. 1/2 in-4. Intéressantes.","[{'date': '1887-09', 'price': 10.0}, {'date': '1885-05', 'price': 10.0}, {'date': '1889-03', 'price': 15.0}]",11.67,15.0,10.0
CAT_000110_e76_d1,Castelnau,"Quittance sig. sur vélin, 1569, 1 p. in-8 obl.","[{'date': '1885-05', 'price': 20.0}, {'date': '1887-09', 'price': 20.0}]",20.0,20.0,20.0
CAT_000141_e24_d1,Chabot,"Pièce sig. sur vélin, 2 septembre 1529, 1 p. in-4 obl. Rare.","[{'date': '1892-05', 'price': 22.0}, {'date': '1887-09', 'price': 30.0}, {'date': '1891-06', 'price': 30.0}]",27.33,30.0,22.0
CAT_000110_e81_d1,Chambure,"L. a. s. à L. a. Bouisse-Rochefort, 10 sept. 1827, 1 p. in-8.","[{'date': '1885-04', 'price': 5.0}, {'date': '1887-09', 'price': 5.0}]",5.0,5.0,5.0
CAT_000110_e85_d1,Charlotte-Elisabeth,"Pièce sig. sur vélin ; Saint-Germain-en-Laye, 2 janv. 1675, double in-fol. obl.","[{'date': '1885-05', 'price': 15.0}, {'date': '1887-09', 'price': 15.0}]",15.0,15.0,15.0
CAT_000110_e97_d1,Conscience,"L. a. s., en français, au roi de Bavière; Anvers, 27 août 1846, 2 p. in-fol. Cachet","[{'date': '1885-05', 'price': 20.0}, {'date': '1887-09', 'price': 20.0}]",20.0,20.0,20.0
CAT_000072_e45_d1,Conscience,"Let. sig. à M. Duval Lecamus; Anvers, 1840, 1 p. in-4.","[{'date': '1887-09', 'price': 7.0}, {'date': '1884-10', 'price': 7.0}]",7.0,7.0,7.0
CAT_000110_e108_d1,Coypel,"Quittance sig. sur vélin, 1703, in-8 obl.","[{'date': '1884-12', 'price': 10.0}, {'date': '1887-09', 'price': 10.0}]",10.0,10.0,10.0
CAT_000110_e109_d1,Crébillon,"Approbation de 7 petites lig. aut. sig. comme censeur, au bas du manuscrit intitulé : la Gageure, opéracomique en un acte; 25 février 1745, 36 p. petit in-4.","[{'date': '1885-02', 'price': 10.0}, {'date': '1887-09', 'price': 10.0}]",10.0,10.0,10.0
CAT_000077_e35_d1,Danès,"Quittance sig. sur vélin, 1670, in-8 oblong. Déchirée en deux.","[{'date': '1887-09', 'price': 2.0}, {'date': '1885-04', 'price': 2.0}]",2.0,2.0,2.0
CAT_000110_e113_d1,Dangeau,"Pièce sig. sur vélin, 1710, 1 p. in-4, oblong. Rare.","[{'date': '1882-05', 'price': 20.0}, {'date': '1885-05', 'price': 20.0}, {'date': '1887-09', 'price': 20.0}]",20.0,20.0,20.0
CAT_000110_e115_d1,Daumas,"L. a. s.; Bordeaux, 14 juin 1865, 2 p. 1/2 in-8.","[{'date': '1885-02', 'price': 5.0}, {'date': '1887-09', 'price': 5.0}]",5.0,5.0,5.0
CAT_000110_e116_d1,Decazes,"L. a. s.; 1858, 2 p. 1/4 in-8.","[{'date': '1885-02', 'price': 3.0}, {'date': '1887-09', 'price': 3.0}]",3.0,3.0,3.0
CAT_000076_e21_d1,Delestre-Poirson,"15 l. a. s. à Sauvage, directeur de l'Odéon; 1822-42, 16 p. in-8 et in-4.","[{'date': '1887-09', 'price': 10.0}, {'date': '1889-03', 'price': 15.0}, {'date': '1885-03', 'price': 10.0}]",11.67,15.0,10.0
CAT_000076_e22_d1,Des,"5 let., dont 4 aut. sig. et 1 seulement sig. avec un post-scriptum de 6 lignes aut., à M. de Fontenu, consul à Smyrne; Constantinople et Paris, 1716-20, 15 p. in-4. Une de ces lettres est piquée d'humidité.","[{'date': '1887-09', 'price': 20.0}, {'date': '1893-08', 'price': None}, {'date': '1885-03', 'price': 20.0}]",20.0,20.0,20.0
CAT_000110_e134_d1,Duboccage,"Let. aut. (au comte Algarotti) ; Rome 10 septembre 1777, 3 p. 1/4 in-4.","[{'date': '1888-12', 'price': 25.0}, {'date': '1887-09', 'price': 25.0}]",25.0,25.0,25.0
CAT_000227_e81_d1,Ducrest,"L. a. s. à M. Vandermonde: 9 janv. 1787, 1 p. in-4.","[{'date': '1887-09', 'price': 3.0}, {'date': '1885-02', 'price': 3.0}, {'date': '1895-04', 'price': 4.0}]",3.33,4.0,3.0
CAT_000075_e65_d1,Dulac,"L. a. s. à l'évêque de Chartres (Pierre Lescot); 1635, 2 p. pl. in-fol.","[{'date': '1887-09', 'price': 15.0}, {'date': '1885-02', 'price': 15.0}]",15.0,15.0,15.0
CAT_000222_e94_d1,Dupanloup,"Let. sig. à Mme Cuvillier-Leduc ; Orléans, 4 février 1865, 1 p. in-8.","[{'date': '1887-09', 'price': 5.0}, {'date': '1885-02', 'price': 5.0}, {'date': '1894-12', 'price': 5.0}]",5.0,5.0,5.0
CAT_000110_e143_d1,Du,"L. a. s.; Le Bourget, 9 oct. 1644, 2 p. in-4. Cachets à ses armes.","[{'date': '1885-04', 'price': 20.0}, {'date': '1887-09', 'price': 20.0}]",20.0,20.0,20.0
CAT_000078_e102_d1,Elbeuf,"Pièce sig. sur vélin, sig. aussi par sa femme Catherine-Henriette de France; 1628, in-8 obl.","[{'date': '1892-12', 'price': 8.0}, {'date': '1887-09', 'price': 8.0}, {'date': '1885-05', 'price': 8.0}]",8.0,8.0,8.0
CAT_000072_e61_d1,Estrades,"L. a. s. à M. Le Peletier (Le Peletier de Souzy, intendant de Lille et de Flandre); Nimègue, 22 juin 1678, 1 p. in-4.","[{'date': '1887-09', 'price': 30.0}, {'date': '1884-10', 'price': 30.0}]",30.0,30.0,30.0
CAT_000110_e152_d1,Fargis,"L. a. s.,, 23 septembre 1638, 2 p. in-4. Cachets. Curieuse.","[{'date': '1895-05', 'price': 15.0}, {'date': '1885-04', 'price': 25.0}, {'date': '1887-09', 'price': 25.0}]",21.67,25.0,15.0
CAT_000110_e156_d1,Ferdinand,"Let. sig. à l'archiduchesse Marie-Louise, sa nièce; Naples, 19 juillet 1820, 2 p. in-4.","[{'date': '1885-04', 'price': 20.0}, {'date': '1887-09', 'price': 20.0}]",20.0,20.0,20.0
CAT_000110_e157_d1,Feuquières,"Lettre à lui adressée; 25 août 1679, 1 p. in-4. Cachet.","[{'date': '1885-04', 'price': 10.0}, {'date': '1887-09', 'price': 10.0}]",10.0,10.0,10.0
CAT_000110_e171_d1,Frédéric,"L. a. s., en allemand; 1824, 1/2 p. in-4.","[{'date': '1885-03', 'price': 10.0}, {'date': '1887-09', 'price': 10.0}]",10.0,10.0,10.0
CAT_000110_e175_d1,Furstemberg,"Prés. « En pensions du Roi et bénéfices, dit Saint-Simon, il jouissait de plus de 700,000 livres, et cependant, il mourait exactement de faim. »-Pièce aut. sig.; la Bourdaisière, 1703, 1 p. 1/2 in-8. Rare.","[{'date': '1885-02', 'price': 10.0}, {'date': '1887-09', 'price': 10.0}]",10.0,10.0,10.0
CAT_000075_e81_d1,Gozlan,"L. a. s. au docteur Dumont, 1860, 2 p. in-8.","[{'date': '1887-09', 'price': 3.0}, {'date': '1885-02', 'price': 3.0}]",3.0,3.0,3.0
CAT_000110_e194_d1,Haghe,"1° L. a. s.; Tournay, 19 déc. 1833, 1 p. 1/2 in-4. Cachet.","[{'date': '1885-05', 'price': 6.0}, {'date': '1887-09', 'price': 6.0}]",6.0,6.0,6.0
CAT_000078_e106_d2,Haghe,"2° L. a. s. au crayon sur une feuille de papier contenant deux lithographies faites par lui, 1838, 1 p. double in-4.","[{'date': '1887-09', 'price': 6.0}, {'date': '1885-05', 'price': 6.0}]",6.0,6.0,6.0
CAT_000075_e87_d1,Humann,"L. a. s., 1829, 1 p. 1/2 in-8.","[{'date': '1887-09', 'price': 3.0}, {'date': '1885-02', 'price': 3.0}]",3.0,3.0,3.0
CAT_000110_e214_d1,Kean,"L. a. s. à M. Lewis, 1er mars 1862, 1 p. in-8. Jolie lettre.","[{'date': '1885-02', 'price': 5.0}, {'date': '1887-09', 'price': 5.0}]",5.0,5.0,5.0
CAT_000165_e153_d1,La,"L. a. s.; 20 mai 1639, 3 p. in-fol. Cachets. 20","[{'date': '1887-09', 'price': 25.0}, {'date': '1885-04', 'price': 25.0}, {'date': '1893-08', 'price': None}]",25.0,25.0,25.0
CAT_000110_e219_d1,La,"L. a. s., 23 avril 1650, 1 p. in-f. Légère déchirure.","[{'date': '1885-04', 'price': 20.0}, {'date': '1887-09', 'price': 20.0}]",20.0,20.0,20.0
CAT_000075_e95_d1,Labrousse,"L. a. s.; 12 décembre 1863, 2 p. in-8.","[{'date': '1887-09', 'price': 3.0}, {'date': '1885-02', 'price': 3.0}]",3.0,3.0,3.0
CAT_000150_e169_d1,La,"Pièce sig.; 1697, 1 p. in-4 obl., cachet à ses armes. Belle pièce. Trés rare.","[{'date': '1887-09', 'price': 50.0}, {'date': '1885-02', 'price': 50.0}, {'date': '1892-06', 'price': 40.0}]",46.67,50.0,40.0
CAT_000075_e98_d1,La,"L. a. s.; (novembre 1857), 1 p. 1/2 in-8.","[{'date': '1887-09', 'price': 5.0}, {'date': '1885-02', 'price': 5.0}]",5.0,5.0,5.0
CAT_000075_e102_d1,Langlois,"L. a. s.; 19 avril 1853, 1 p. 3/4 in-8. Cachet.","[{'date': '1887-09', 'price': 3.0}, {'date': '1885-02', 'price': 3.0}]",3.0,3.0,3.0
CAT_000077_e91_d1,Larcy,"L. a. s. au comte de Pontmartin, 1857, 2 p. in-8. Cachet.","[{'date': '1887-09', 'price': 3.0}, {'date': '1885-04', 'price': 3.0}]",3.0,3.0,3.0
CAT_000110_e228_d1,La,"L. a. s.; Paris, 23 décembre 1677, 3/4 de p. in-8.","[{'date': '1884-10', 'price': 20.0}, {'date': '1887-09', 'price': 20.0}]",20.0,20.0,20.0
CAT_000174_e159_d1,La,"L. a. s. à Malesherbes; Palais-Bourbon, 2 août 1775. 1 p. in-4.","[{'date': '1884-10', 'price': 25.0}, {'date': '1887-09', 'price': 25.0}, {'date': '1893-02', 'price': 20.0}]",23.33,25.0,20.0
CAT_000110_e230_d1,La,"L. a. s. à DuplessisMornay; (29 mars 1621), 1 p. in-4. Cachets et soies.","[{'date': '1885-05', 'price': 30.0}, {'date': '1881-03', 'price': 22.0}, {'date': '1887-09', 'price': 30.0}]",27.33,30.0,22.0
CAT_000110_e232_d1,La,"L. a. s.; Paris, 3 juin 1650, 1 p. in-fol. Cachets.","[{'date': '1885-04', 'price': 25.0}, {'date': '1887-09', 'price': 25.0}]",25.0,25.0,25.0
CAT_000077_e95_d1,Le,"L. a. s., 4 août 1657, 2 p. in-4.","[{'date': '1887-09', 'price': 15.0}, {'date': '1885-04', 'price': 15.0}]",15.0,15.0,15.0
CAT_000174_e167_d1,Lenglet-Dufrénoy,L. a. s. à Voltaire; 19 juin (1718). 3 p. in-4.,"[{'date': '1887-09', 'price': 20.0}, {'date': '1885-05', 'price': 20.0}, {'date': '1893-02', 'price': 16.0}]",18.67,20.0,16.0
CAT_000110_e239_d1,Lenormand,"L. a. s. à Louis-Philippe, 17 mars 1833, 3 p. in-fol.","[{'date': '1884-12', 'price': 25.0}, {'date': '1887-09', 'price': 25.0}]",25.0,25.0,25.0
CAT_000075_e111_d1,Lenormant,"L. a. s. à l'abbé Le Blanc; Fontainebleau, 18 octobre 1749, 1 p. in-4.","[{'date': '1893-02', 'price': 8.0}, {'date': '1887-09', 'price': 12.0}, {'date': '1885-02', 'price': 12.0}]",10.67,12.0,8.0
CAT_000076_e38_d1,Le,"3 let. sig. au maréchal de Besons, commandant en chef de l'armée du Rhin; Paris, 16 mai 1710-15 août 1713, 7 p. in-fol.","[{'date': '1887-09', 'price': 20.0}, {'date': '1885-03', 'price': 20.0}]",20.0,20.0,20.0
CAT_000075_e118_d1,Loménie,", nLet. sig. avec la souscript. aut. à son père (Henri-Auguste, ministre et secrétaire d'Etat); Nantes, 2 septembre 1661, 6 p. in-4. Cachets et soies.","[{'date': '1887-09', 'price': 20.0}, {'date': '1885-02', 'price': 20.0}]",20.0,20.0,20.0
CAT_000077_e104_d1,Machault,"L. a. s.; Paris, 17 mars 1650, 2 p. in-fol.","[{'date': '1887-09', 'price': 15.0}, {'date': '1891-04', 'price': 25.0}, {'date': '1885-04', 'price': 15.0}]",18.33,25.0,15.0
CAT_000075_e119_d1,Maillebois,"Let. sig. à M. Dossonville; Pastorechia (Corse), 19 juin 1739, 4 p. in-4.","[{'date': '1887-09', 'price': 12.0}, {'date': '1885-02', 'price': 12.0}]",12.0,12.0,12.0
CAT_000077_e109_d1,Marbeuf,"Let. sig.; Rennes, 26 janvier 1648, 1 p. in-fol.","[{'date': '1887-09', 'price': 8.0}, {'date': '1885-04', 'price': 8.0}]",8.0,8.0,8.0
CAT_000075_e124_d1,Martin,"1° L. a. s. à l'éditeur Coquebert; 1839, 1 p. in-8.","[{'date': '1887-09', 'price': 15.0}, {'date': '1885-02', 'price': 15.0}]",15.0,15.0,15.0
CAT_000075_e124_d2,Martin,"2° 5 pièces sig. par ses éditeurs, dont une signée aussi par lui; 1837-40, 18 p. 1/2 in-4.","[{'date': '1887-09', 'price': 15.0}, {'date': '1885-02', 'price': 15.0}]",15.0,15.0,15.0
CAT_000110_e258_d1,Massac,"L. a. s.; Paris, 1er juillet 1651, 2 p. in-4. Cachets. Rare","[{'date': '1885-04', 'price': 25.0}, {'date': '1887-09', 'price': 25.0}]",25.0,25.0,25.0
CAT_000228_e146_d1,Mélesville,"L. a. s. au baron Taylor; 29 déc. 1825, 2 p. 1/2 in-4.","[{'date': '1887-09', 'price': 6.0}, {'date': '1885-05', 'price': 6.0}, {'date': '1895-05', 'price': 4.0}]",5.33,6.0,4.0
CAT_000075_e128_d1,Mérard,"L. a. s. à M. Poultier; 16 février 1788, 2 p. 3/4 in-4.","[{'date': '1887-09', 'price': 8.0}, {'date': '1885-02', 'price': 8.0}]",8.0,8.0,8.0
CAT_000040_e99_d1,Mérimée,"L. a. s., 1856, 3 p. in-8.","[{'date': '1884-10', 'price': 15.0}, {'date': '1894-01', 'price': 8.0}, {'date': '1887-09', 'price': 15.0}, {'date': '1877-03', 'price': 6.0}]",11.0,15.0,6.0
CAT_000110_e269_d1,Monrose,"L. a. s., 1866, 1 p. in-8.","[{'date': '1885-02', 'price': 3.0}, {'date': '1887-09', 'price': 3.0}]",3.0,3.0,3.0
CAT_000077_e126_d1,Monty,"Quittance aut. sig. sur vélin; Blois, 1er décembre 1655, in-8 oblong.","[{'date': '1887-09', 'price': 3.0}, {'date': '1885-04', 'price': 3.0}]",3.0,3.0,3.0
CAT_000139_e151_d1,Mouchy,"L. a. s.; 28 août 1776, 1 p. pel. in-4.","[{'date': '1884-10', 'price': 10.0}, {'date': '1887-09', 'price': 10.0}, {'date': '1893-12', 'price': 10.0}, {'date': '1891-04', 'price': 20.0}]",12.5,20.0,10.0
CAT_000074_e72_d1,Musurus,"L. a. s., en français, à Rechid-Pacha, ambassadeur de Turquie à Paris; Athènes, 20 février 1844, 10 p. in-fol.","[{'date': '1887-09', 'price': 20.0}, {'date': '1884-12', 'price': 20.0}]",20.0,20.0,20.0
CAT_000074_e74_d1,Nihus,"L. a. s., en latin (à Huyghens); Amsterdam, 31 décembre 1641, 1 p. in-4.","[{'date': '1887-09', 'price': 10.0}, {'date': '1884-12', 'price': 10.0}]",10.0,10.0,10.0
CAT_000199_e224_d1,Orléans,"Pièce sig. avec une ligne aut. sur vélin : Vendôme, 23 oct. 1458, 1 p. in-4 obl.","[{'date': '1887-09', 'price': 40.0}, {'date': '1885-05', 'price': 40.0}, {'date': '1893-02', 'price': 30.0}]",36.67,40.0,30.0
CAT_000197_e188_d1,Orléans,"L. a. s. à Richelieu; octobre 1626, 1 p. in-fol. Cachets et soies.","[{'date': '1887-09', 'price': 20.0}, {'date': '1885-05', 'price': 20.0}, {'date': '1893-02', 'price': 15.0}]",18.33,20.0,15.0
CAT_000124_e195_d1,Paulin,"L. a. s., 19 avril 1651, 1 p. 1/2 in-fol.","[{'date': '1887-09', 'price': 15.0}, {'date': '1885-04', 'price': 15.0}, {'date': '1889-05', 'price': 15.0}]",15.0,15.0,15.0
CAT_000075_e146_d1,Pellegrini,"L. a. s. à M. Wotts, à Londres; 24 mai 1832, 1 p. in-8. Relative à un concert","[{'date': '1887-09', 'price': 3.0}, {'date': '1885-02', 'price': 3.0}]",3.0,3.0,3.0
CAT_000078_e115_d1,Périer,"L. a. s. au baron Taylor, 1828, 2 p. 1/4 in-4.","[{'date': '1887-09', 'price': 8.0}, {'date': '1889-03', 'price': 15.0}, {'date': '1885-05', 'price': 8.0}]",10.33,15.0,8.0
CAT_000110_e292_d1,Pontchartrain,"L. a. s.; Blois, 10 juin 1617, 1 p. in-fol.","[{'date': '1885-04', 'price': 25.0}, {'date': '1893-02', 'price': 25.0}, {'date': '1887-09', 'price': 25.0}]",25.0,25.0,25.0
CAT_000110_e293_d1,Pontchartrain,"L. a. s. au président de Lamoignon; Versailles, 14 mars 1708, 1 p. in-4.","[{'date': '1885-04', 'price': 10.0}, {'date': '1887-09', 'price': 10.0}]",10.0,10.0,10.0
CAT_000110_e294_d1,Pont,"Let. sig.; 3 août 1641, 1 p. in-4. Cachets.","[{'date': '1888-12', 'price': 15.0}, {'date': '1885-04', 'price': 15.0}, {'date': '1887-09', 'price': 15.0}]",15.0,15.0,15.0
CAT_000110_e297_d1,Puységur,"L. a. s.; Douai, 27 août 1765, 2 p. in-4. Belle lettre militaire.","[{'date': '1884-12', 'price': 10.0}, {'date': '1887-09', 'price': 10.0}]",10.0,10.0,10.0
CAT_000158_e238_d1,Retz,"L. a. s. au maréchal de Brézé; Beaupréau, 2 mai 1649, 1 p. in-4. Cachets et soies. Belle lettre.","[{'date': '1887-09', 'price': 5.0}, {'date': '1885-02', 'price': 5.0}, {'date': '1893-05', 'price': 5.0}]",5.0,5.0,5.0
CAT_000049_e117_d1,Roquelaure,"L. a. s. au Révérend Père Jeitet; camp de Condé, 28 avril 1676, 1 p. in-4. Cachets et soies.","[{'date': '1885-05', 'price': 15.0}, {'date': '1887-09', 'price': 15.0}, {'date': '1880-03', 'price': 30.0}]",20.0,30.0,15.0
CAT_000074_e87_d1,Roquette,"L. a. s.; Saint-Germain-en-Laye, 17 mars (1676), 2 p. pet. in-4.","[{'date': '1887-09', 'price': 20.0}, {'date': '1884-12', 'price': 20.0}]",20.0,20.0,20.0
CAT_000110_e304_d1,Rouget,"L. a. s.; Paris, 23 avril 1821, 2 p. pl. in-4.","[{'date': '1888-12', 'price': 30.0}, {'date': '1887-09', 'price': 30.0}]",30.0,30.0,30.0
CAT_000077_e167_d1,Saint-Aunais,"L. a. s.; Avignon, 28 juin 1636, 3 p. in-f., cachets. Curieuse.","[{'date': '1887-09', 'price': 30.0}, {'date': '1885-04', 'price': 30.0}]",30.0,30.0,30.0
CAT_000075_e165_d1,Saint-Maurice,"Quittance aut. sig.; 1637, 1 p. in-4.","[{'date': '1887-09', 'price': 10.0}, {'date': '1893-02', 'price': 10.0}, {'date': '1890-06', 'price': 10.0}, {'date': '1885-02', 'price': 10.0}]",10.0,10.0,10.0
CAT_000110_e315_d1,Schulenberg,"Let. sig.; Montdejeu, 21 juillet 1667, 2 p. 1/2 in-4. Rare.","[{'date': '1885-02', 'price': 20.0}, {'date': '1887-09', 'price': 20.0}]",20.0,20.0,20.0
CAT_000121_e198_d1,Scudéry,"11 lettres à elle adressées par Daulède-Lestenac, datées de Bordeaux, 1670, 22 p. in-4. Cachets.","[{'date': '1887-09', 'price': 20.0}, {'date': '1885-03', 'price': 20.0}, {'date': '1889-02', 'price': 20.0}]",20.0,20.0,20.0
CAT_000075_e184_d1,Terlon,"L. a. s. à Schumacher, premier ministre de Frédéric III, roi de Danemark; Paris, 21 mai 1670, 2 p. in-4.","[{'date': '1887-09', 'price': 10.0}, {'date': '1885-02', 'price': 10.0}]",10.0,10.0,10.0
CAT_000077_e176_d1,Termes,"L. a. s.; au camp près Cles, 30 août 1652, 2 p. in-4. Cachets à ses armes. Belle lettre militaire.","[{'date': '1887-09', 'price': 20.0}, {'date': '1885-04', 'price': 20.0}]",20.0,20.0,20.0
