id,author,desc,sales,average,highest_price,lowest_price
CAT_000173_e117_d1,Freppel,L. a. s. ; 13 mai 1867. 1 p. in-8.,"[{'date': '1896-03', 'price': 6.0}, {'date': '1894-02', 'price': 6.0}]",6.0,6.0,6.0
CAT_000224_e156_d1,Jurien,"L. a. s. ; 1888, 2 p. 1/2 petit in-8. Très belle lettre.","[{'date': '1893-07', 'price': 3.0}, {'date': '1894-02', 'price': 5.0}, {'date': '1895-01', 'price': 5.0}]",4.33,5.0,3.0
CAT_000173_e160_d1,La,"Pièce sig. sur vélin; 31 déc. 1615, 1 p. in-4 obl.","[{'date': '1893-02', 'price': 6.0}, {'date': '1894-02', 'price': 6.0}]",6.0,6.0,6.0
CAT_000107_e82_d1,Manozzi,"L. a. s. (au grandduc de Toscane) ; 9 mars 1628, 1 p. in-fol.","[{'date': '1894-02', 'price': 50.0}, {'date': '1887-03', 'price': 50.0}]",50.0,50.0,50.0
CAT_000225_e170_d1,Moreau,"L. a. s. au gouverneur de Parme ; Parme, 16 ventôse an X (7 mars 1802), 2 p. 1/4 in-4. Jolie vignette républicaine.","[{'date': '1894-02', 'price': 15.0}, {'date': '1895-02', 'price': 15.0}]",15.0,15.0,15.0
CAT_000152_e237_d1,Pradier,"L. a. s. au chevalier Dias, consul de Portugal au Havre; Paris, 1er mai 1819, 1 p. 1/3 in-4.","[{'date': '1889-10', 'price': 20.0}, {'date': '1894-02', 'price': 10.0}, {'date': '1892-11', 'price': 10.0}]",13.33,20.0,10.0
CAT_000152_e282_d1,Sergent-Marceau,"L. a. s. à Lesguiilon; Nice, mai 1845, 3 p. in-4.","[{'date': '1894-02', 'price': 20.0}, {'date': '1892-11', 'price': 20.0}]",20.0,20.0,20.0
CAT_000173_e260_d1,Thiébault,"L. a. s. à ses éditeurs; Paris, 31 août 1817, 2 p. in-4. Belle lettre.","[{'date': '1893-02', 'price': 10.0}, {'date': '1894-02', 'price': 10.0}]",10.0,10.0,10.0
CAT_000173_e261_d1,Thomson,"L. a. s., en français, à Francesco Rosaspina ; Florence, 1794, 3 p. in-4, cachet.","[{'date': '1892-11', 'price': 7.0}, {'date': '1894-02', 'price': 7.0}]",7.0,7.0,7.0
CAT_000237_e2_d1,Agar,"L. a. s.; Rueil, 19 août 1864, 1 p. pl. in-8.","[{'date': '1893-05', 'price': 5.0}, {'date': '1896-04', 'price': 5.0}]",5.0,5.0,5.0
CAT_000158_e23_d1,Bernard,"L. a. s.; Paris, 1876, 2 p. in-8. Belle lettre.","[{'date': '1895-05', 'price': 5.0}, {'date': '1893-05', 'price': 5.0}]",5.0,5.0,5.0
CAT_000158_e52_d1,Châteauneuf,"Let. sig. avec la souscript aut. au marquis d'Hocquincourt; camp devant Besançon, 23 mai 1674, 1 p. in-fol.","[{'date': '1895-05', 'price': 5.0}, {'date': '1893-05', 'price': 5.0}]",5.0,5.0,5.0
CAT_000174_e86_d1,Damilaville,"Let. aut. (à Voltaire); 29 juin 1762, 5 p. 1/3 in-4.","[{'date': '1893-05', 'price': 25.0}, {'date': '1893-02', 'price': 25.0}]",25.0,25.0,25.0
CAT_000236_e95_d1,Des,"Let. sig. avec l'adresse autographe à M. de Bouthillier (1643), 1 p. pet. in-4, cachets. Très belle pièce. Rare.","[{'date': '1878-06', 'price': 45.0}, {'date': '1893-05', 'price': 25.0}, {'date': '1884-10', 'price': 35.0}, {'date': '1896-03', 'price': 25.0}]",32.5,45.0,25.0
CAT_000238_e87_d1,Etampes,"Pièce sig. sur vélin; 1542, 1 p. in-8 obl.","[{'date': '1888-08', 'price': 15.0}, {'date': '1893-05', 'price': 10.0}, {'date': '1896-05', 'price': 10.0}]",11.67,15.0,10.0
CAT_000158_e102_d1,Ferry,"L. a. s. à Edm. Texier); (1870), 2 p. in-18.","[{'date': '1896-03', 'price': 8.0}, {'date': '1889-02', 'price': 15.0}, {'date': '1893-05', 'price': 8.0}]",10.33,15.0,8.0
CAT_000238_e121_d1,Harlay,"L. a. s. à Gaspard de Schonberg; 1594, 1 p. 1/2 in-fol.","[{'date': '1893-05', 'price': 25.0}, {'date': '1896-05', 'price': 25.0}]",25.0,25.0,25.0
CAT_000158_e168_d1,Lekain,"L. a. s. à son cher maître (Voltaire); Paris, 31 déc. 1774, 2 p. pl. in-8.","[{'date': '1894-12', 'price': 40.0}, {'date': '1893-05', 'price': 40.0}]",40.0,40.0,40.0
CAT_000239_e192_d1,Maurel,"L. a. s., Milan, 20 janvier 1887, 6 p. in-8.","[{'date': '1893-05', 'price': 10.0}, {'date': '1896-07', 'price': 10.0}]",10.0,10.0,10.0
CAT_000227_e182_d1,Montmorency,"Pièce sig. sur vélin; Ecouen, 21 juillet 1566, in-fol. obl. Légères taches.","[{'date': '1893-05', 'price': 10.0}, {'date': '1895-04', 'price': 10.0}]",10.0,10.0,10.0
CAT_000222_e206_d1,Oxenstierne,"L. a. s. à Anderson, président de la Chambre des Comptes de Suède; Colberg, 6 octobre 1629, 2/3 de p. in-fol.","[{'date': '1893-05', 'price': 40.0}, {'date': '1894-12', 'price': 40.0}]",40.0,40.0,40.0
CAT_000227_e195_d1,Parthenay,"Pièce sig.; Paris, 12 oct. 1606. 3 p. in-fol.","[{'date': '1893-05', 'price': 12.0}, {'date': '1890-02', 'price': 20.0}, {'date': '1895-04', 'price': 12.0}]",14.67,20.0,12.0
CAT_000158_e242_d1,Romme,"L. a. s. à M. Dubruel, à Riom ; Paris, 15 nov. 1774, 3 p. in-4.","[{'date': '1895-04', 'price': 30.0}, {'date': '1893-05', 'price': 30.0}]",30.0,30.0,30.0
CAT_000158_e251_d1,Saint-Julien,"Let. aut. à Voltaire, à Ferney; 22 nov. (1776), 3 p. in-4.","[{'date': '1893-02', 'price': 12.0}, {'date': '1893-05', 'price': 12.0}]",12.0,12.0,12.0
CAT_000158_e260_d1,Sicard,"L. a. s.; 1816, 2 p. in-4. Très belle lettre.","[{'date': '1890-03', 'price': 6.0}, {'date': '1893-05', 'price': 6.0}]",6.0,6.0,6.0
CAT_000135_e297_d1,Wicar,"Le Guerchino. Portrait au crayon. Signé, 1790, in-8.","[{'date': '1893-05', 'price': 15.0}, {'date': '1890-12', 'price': 15.0}]",15.0,15.0,15.0
CAT_000149_e3_d1,Athlone,"L. a. s., en français; Mons, 3 août 1713, 2 p. in-4. Légère déchirure.","[{'date': '1896-04', 'price': 10.0}, {'date': '1892-06', 'price': 10.0}]",10.0,10.0,10.0
CAT_000174_e31_d1,Bonaparte,"Let. sig. avec la souscript. aut. (à sa belle-fille Julie, femme de Joseph Bonaparte) ; Paris, 6 oct. 1813, 3 p. in-8. Belle lettre.","[{'date': '1892-06', 'price': 40.0}, {'date': '1893-02', 'price': 40.0}]",40.0,40.0,40.0
CAT_000149_e22_d1,Bonaparte,"L. a. s. au prince Félix Bacciochi; 27 mai 1827, 1 p. in-4 Belle lettre.","[{'date': '1894-12', 'price': 10.0}, {'date': '1892-06', 'price': 10.0}]",10.0,10.0,10.0
CAT_000102_e123_d1,Donizetti,"L. a. s., en français, à Paul Foucher; Vienne, 13 mars 1845, 2 p. 1/4 in-4. Fatiguée. Ecornure.","[{'date': '1892-06', 'price': 35.0}, {'date': '1895-01', 'price': 35.0}, {'date': '1886-05', 'price': 50.0}]",40.0,50.0,35.0
CAT_000149_e89_d1,Foyatier,"L. a. s.; Paris, 30 décembre 1837, 3/4 de p. in-4.","[{'date': '1896-03', 'price': 8.0}, {'date': '1892-06', 'price': 8.0}]",8.0,8.0,8.0
CAT_000236_e152_d1,Guise,"Let. sig.; Joinville, 2 janvier 1533 (1534), 1 p. in-4.","[{'date': '1892-06', 'price': 15.0}, {'date': '1889-05', 'price': 15.0}, {'date': '1896-03', 'price': 15.0}]",15.0,15.0,15.0
CAT_000236_e163_d1,Hozier,"Let. sig. à l'abbé de Ficquelmont; Paris, 1787, 1 p. in-4.","[{'date': '1892-06', 'price': 5.0}, {'date': '1896-03', 'price': 5.0}]",5.0,5.0,5.0
CAT_000236_e167_d1,Humboldt,"L. a. s., en français, à Monseigneur…; Paris, 4 sept. 1820, 4 p. in-4. Très belle lettre.","[{'date': '1892-06', 'price': 12.0}, {'date': '1896-03', 'price': 12.0}]",12.0,12.0,12.0
CAT_000149_e141_d1,Lorraine,"Pièce sig.; camp de Watten en Flandre, 19 sept. 1644, 3/4 de p. in-fol.","[{'date': '1887-03', 'price': 8.0}, {'date': '1892-06', 'price': 8.0}]",8.0,8.0,8.0
CAT_000149_e160_d1,Meyerbeer,"L. a. s., en français, au comte de Césolles; Nice, 1834, 1 p. in-8.","[{'date': '1893-02', 'price': 8.0}, {'date': '1894-12', 'price': 6.0}, {'date': '1892-06', 'price': 8.0}]",7.33,8.0,6.0
CAT_000149_e197_d1,Raspail,"L. a. s., Cachan, 17 mars 1876, 1 p. in-8.","[{'date': '1894-11', 'price': 6.0}, {'date': '1892-06', 'price': 6.0}]",6.0,6.0,6.0
CAT_000142_e147_d1,Rohan,"L. a. s. à Mme du Plessis-Mornay, née Charlotte Arbaleste de la Borde), (1604), 2 p. in-4, cachets et soies.","[{'date': '1892-06', 'price': 20.0}, {'date': '1895-04', 'price': 20.0}, {'date': '1891-10', 'price': 30.0}]",23.33,30.0,20.0
CAT_000149_e217_d1,Saluces,"Pièce sig. sur vélin ; 29 juillet 1569, in-4 obl., cachet à ses armes.","[{'date': '1891-02', 'price': 12.0}, {'date': '1892-06', 'price': 12.0}]",12.0,12.0,12.0
CAT_000160_e233_d1,Beethoven,"L. a. s.; Bâle, 9 sept. 1816, 2 p. 1/2 in-8.","[{'date': '1893-02', 'price': 150.0}, {'date': '1893-07', 'price': 150.0}]",150.0,150.0,150.0
CAT_000155_e63_d1,Charolais,"Pièce sig. ; Paris, 1740, 1 p. in-fol.","[{'date': '1895-02', 'price': 5.0}, {'date': '1893-02', 'price': 5.0}]",5.0,5.0,5.0
CAT_000155_e69_d1,Collé,"L. a. s. à M. Dupoirier, avocat au Parlement ; (Choisy-le-Roi), 29 juillet (1772) 3 p. in-4, cachet. Léger raccommodage.","[{'date': '1889-05', 'price': 35.0}, {'date': '1896-04', 'price': 28.0}, {'date': '1893-02', 'price': 28.0}]",30.33,35.0,28.0
CAT_000236_e93_d1,Dérivis,"L. a. s. au compositeur Berton; Paris, 17 mai 1813, 1 p. 1/2 in-4.","[{'date': '1893-02', 'price': 6.0}, {'date': '1896-03', 'price': 6.0}]",6.0,6.0,6.0
CAT_000155_e110_d1,Faidherbe,"L. a. s. au docteur Lepetit, médecin en chef de la marine ; Sidi-Bel-Abbès, 17 juin 1862, 3 p. in-8.","[{'date': '1893-02', 'price': 12.0}, {'date': '1893-02', 'price': 12.0}]",12.0,12.0,12.0
CAT_000155_e142_d1,Hérault-Séchelles,"Pièce sig., sig. aussi par Gossuin et Tartanac, comme président et secrétaires de l'Assemblée législative ; Paris, 6 sept. 1792, 1 p. in-fol., vignette, cachet.","[{'date': '1895-07', 'price': 10.0}, {'date': '1893-02', 'price': 10.0}]",10.0,10.0,10.0
CAT_000155_e161_d1,La,"L. a. s. à un académicien ; Paris, 1er mai 1737, 1 p. in-4.","[{'date': '1896-03', 'price': 30.0}, {'date': '1893-02', 'price': 30.0}]",30.0,30.0,30.0
CAT_000236_e180_d1,Lagrange-Chancel,"L. a. s.; château d'Antonne, près de Périgueux, 7 mai 1743, 2 p. 1/2 in-4. Rare.","[{'date': '1893-02', 'price': 35.0}, {'date': '1896-03', 'price': 35.0}]",35.0,35.0,35.0
CAT_000329_e138_d1,Legouvé,"L. a. s. à Mlle Lucile Sauvan, sa belle-soeur Paris, 12 mai 1811, 3 p. in-4. Légère-ment écornée. Curieuse lettre intime.","[{'date': '1893-02', 'price': 10.0}, {'date': '1893-02', 'price': 10.0}]",10.0,10.0,10.0
CAT_000235_e162_d1,Louvet,"Pièce sig., sig. aussi par Osselin, comme secrétaires de la Convention ; Paris, 24 décembre 1792, 1 p. in-fol., tête imp., vignette, cachet. Déchirée dans la partie blanche.","[{'date': '1893-02', 'price': 8.0}, {'date': '1893-02', 'price': 8.0}, {'date': '1896-01', 'price': 8.0}]",8.0,8.0,8.0
CAT_000155_e210_d1,Mollien,"Let. sig.; Paris, 23 oct. (1812), 1 p. in-4.","[{'date': '1894-12', 'price': 3.0}, {'date': '1893-02', 'price': 3.0}]",3.0,3.0,3.0
CAT_000155_e215_d1,Napoléon,"Manuscrit aut., janvier 1826, 16 pages in-4, à mi-marges.","[{'date': '1885-03', 'price': 200.0}, {'date': '1895-02', 'price': 150.0}, {'date': '1893-02', 'price': 150.0}]",166.67,200.0,150.0
CAT_000155_e231_d1,Pétion,"L. a. s. à l'abbé Poncelin; Lèves (près Chartres), 1786, 1 p. in-4.","[{'date': '1896-05', 'price': 20.0}, {'date': '1893-02', 'price': 20.0}]",20.0,20.0,20.0
CAT_000237_e229_d1,Sarazin,"L. a. s. à M. Sulmatori, à Chiernegue; (Turin, vers 1634), 1 p. pl. in-fol. Cachets. Un peu fatiguée. Très rare.","[{'date': '1893-02', 'price': 60.0}, {'date': '1887-10', 'price': 75.0}, {'date': '1896-04', 'price': 60.0}]",65.0,75.0,60.0
CAT_000155_e265_d1,Urbain,"Pièce sig. 2 fois; 1597-99, 10 p. in-4. Un peu tachée d'eau.","[{'date': '1890-12', 'price': 20.0}, {'date': '1895-06', 'price': 18.0}, {'date': '1893-02', 'price': 18.0}]",18.67,20.0,18.0
CAT_000155_e291_d1,Alsace,"L. a. s. de Wacquant-Geozelles, lieutenant général au service de l'Autriche, sous les ordres de l'archiduc Jean; Hordt, près de Stras. bourg, 14 juillet 1815, 3 p. in-fol.","[{'date': '1891-11', 'price': 15.0}, {'date': '1893-02', 'price': 15.0}]",15.0,15.0,15.0
CAT_000327_e303_d1,Bretagne,"Pièce sig. sur vélin de Vallentin de Coutences, sieur de la Selle, commandant du château de Nantes; 18 juin 1613, in-4 obl.","[{'date': '1893-02', 'price': 8.0}, {'date': '1893-02', 'price': 8.0}]",8.0,8.0,8.0
CAT_000135_e221_d1,Innocent,"Pièce latine sur vélin ; Saint-Jean-de-Latran, mars 1243, in-4.","[{'date': '1886-12', 'price': 40.0}, {'date': '1893-02', 'price': 20.0}, {'date': '1890-12', 'price': 20.0}]",26.67,40.0,20.0
CAT_000137_e17_d1,Bouquet,"L. a. s. à l'abbé Jourdain ; Paris, 17 mai 1734, 1 p. 1/2 in-4. Au bas se trouvent deux recus aut. sig. de dom Vaissète.","[{'date': '1894-11', 'price': 15.0}, {'date': '1891-02', 'price': 15.0}]",15.0,15.0,15.0
CAT_000137_e28_d1,Cornu,"L. a. s. à une amie ; 26 sept. 1856, 4 p. in-8. Belle et curieuse lettre.","[{'date': '1893-02', 'price': 10.0}, {'date': '1891-02', 'price': 10.0}]",10.0,10.0,10.0
CAT_000236_e158_d1,Hassenfratz,"Pièce aut., avec 6 mots aut. sig. de Delambre; germinal an XIII (avril 1805), 8 p. in-fol.","[{'date': '1891-02', 'price': 15.0}, {'date': '1896-03', 'price': 15.0}]",15.0,15.0,15.0
CAT_000197_e44_d1,Bueil,"Pièce sig. sur vélin; 1469, in-4 obl. Jaunie. Très rare.","[{'date': '1893-08', 'price': None}, {'date': '1893-02', 'price': 20.0}, {'date': '1893-02', 'price': None}, {'date': '1893-02', 'price': 20.0}]",20.0,20.0,20.0
CAT_000099_e53_d1,Carrel,"L. a. s. au commissaire provisoirement chargé du ministère de l'intérieur (Casimir Périer) ; Vannes, 15 août 1830, 12 p. in-4, à mimarge.","[{'date': '1893-08', 'price': None}, {'date': '1886-01', 'price': None}]",,,
CAT_000228_e4_d1,Aiguillon,"L. a. s. au R. P. Oudin, chanoine; Paris, 24 juin 1662, 1 p. 1/4 in-4.","[{'date': '1892-11', 'price': 35.0}, {'date': '1893-12', 'price': 35.0}, {'date': '1895-05', 'price': 30.0}]",33.33,35.0,30.0
CAT_000152_e14_d1,Alègre,"Pièce sig. sur vélin; 1521, in-4 obl.","[{'date': '1895-07', 'price': 8.0}, {'date': '1892-11', 'price': 8.0}]",8.0,8.0,8.0
CAT_000228_e31_d1,Brune,"L. a. s.; Stet-tin, 27 mai 1807, 1/2 p. in-fol. Belle lettre.","[{'date': '1892-11', 'price': 8.0}, {'date': '1895-05', 'price': 8.0}]",8.0,8.0,8.0
CAT_000049_e37_d1,Delavigne,"L. a. s. à Népomucène Lemercier, (1821), 1 p. in-8.","[{'date': '1892-11', 'price': 5.0}, {'date': '1880-03', 'price': 5.0}]",5.0,5.0,5.0
CAT_000152_e101_d1,Dora,"L. a. s., en français; villa d'Istria, 1873, 3 p. in-18. Demande de divers ouvrages sur la Perse.","[{'date': '1874-05', 'price': 4.0}, {'date': '1892-11', 'price': 4.0}]",4.0,4.0,4.0
CAT_000152_e110_d1,Estampes,"L. a. s. (au cardinal de Mazarin) ; Toulon, 13 juillet 1648, 3 p. 1/4 in-fol. Rare. En marge se trouvent les réponses autographes, au crayon, du cardinal.","[{'date': '1896-03', 'price': 40.0}, {'date': '1892-11', 'price': 40.0}]",40.0,40.0,40.0
CAT_000236_e122_d1,Faidherbe,"L. a. s.; 4 janv. 1875, 2 p. 1/2 in-8.","[{'date': '1892-11', 'price': 12.0}, {'date': '1896-03', 'price': 12.0}]",12.0,12.0,12.0
CAT_000152_e138_d1,Grétry,"L. a. s. à Mlle Desbordes (Mme Desbordes-Valmore); Paris, 12 oct. 1809, 2 p. in-8.","[{'date': '1896-07', 'price': 20.0}, {'date': '1892-11', 'price': 20.0}]",20.0,20.0,20.0
CAT_000128_e111_d1,Grisi,"L. a. s., en français, à Ruolz: 23 mars 1838, 1 p. in-8. Rare en français.","[{'date': '1892-11', 'price': 8.0}, {'date': '1896-03', 'price': 8.0}, {'date': '1890-02', 'price': 12.0}]",9.33,12.0,8.0
CAT_000152_e157_d1,Kalkbrenner,"L. a. s., en français, à un compositeur; Paris, 22 fév. 1848, 4 p. in-8.","[{'date': '1896-07', 'price': 10.0}, {'date': '1892-11', 'price': 10.0}]",10.0,10.0,10.0
CAT_000221_e154_d1,Lecourbe,"L. a. s. au maréchal Davout ; Morteau (Doubs), 14 juin 1815, 2 p. 1/3 in-fol.","[{'date': '1892-11', 'price': 15.0}, {'date': '1895-12', 'price': 10.0}, {'date': '1894-11', 'price': 15.0}]",13.33,15.0,10.0
CAT_000232_e190_d1,Marie-Joséphine-Louise,"Let. aut. à la comtesse de L. a. Ferronnays; (Mittau), 27 novembre 1805, 1 p. in-4.","[{'date': '1892-11', 'price': 15.0}, {'date': '1893-02', 'price': 15.0}]",15.0,15.0,15.0
CAT_000224_e206_d1,Philippe,"Let. sig. au duc de Parme ; San-Lorenzo (Escurial), 9 juin 1706, 3/4 de p. in-fol., sceau. Belle lettre.","[{'date': '1889-11', 'price': 15.0}, {'date': '1892-11', 'price': 10.0}, {'date': '1895-01', 'price': 10.0}]",11.67,15.0,10.0
CAT_000227_e225_d1,Rosaspina,"L. a. s. à Raphaël Morghen; Bologne, 26 nov. 1804, 1 p. in-4, cachet.","[{'date': '1892-11', 'price': 10.0}, {'date': '1895-04', 'price': 10.0}]",10.0,10.0,10.0
CAT_000224_e228_d1,Santerre,"L. a. s. à Mme de Montguyon: Paris, 18 octobre 1806, 2 p. in-4. Belle lettre.","[{'date': '1892-11', 'price': 20.0}, {'date': '1895-01', 'price': 20.0}]",20.0,20.0,20.0
CAT_000227_e243_d1,Schwetchine,"L. a. s., en français, au baron Mounier; (1840), 1 p. in-8. Très belle lettre.","[{'date': '1892-11', 'price': 6.0}, {'date': '1895-04', 'price': 6.0}]",6.0,6.0,6.0
CAT_000236_e258_d1,Thomas,"Morceau de musique autographe signé; 1855, 1 p. in-8 obl. Jolie pièce d'amateur.","[{'date': '1892-11', 'price': 20.0}, {'date': '1896-03', 'price': 20.0}]",20.0,20.0,20.0
CAT_000152_e301_d1,Ursins,"Let. sig. à Son Allesse Madame; Madrid, 7 octobre 1713, 3 p. in-4.","[{'date': '1895-12', 'price': 50.0}, {'date': '1892-11', 'price': 50.0}]",50.0,50.0,50.0
CAT_000152_e304_d1,Verdi,"L. a. s. à Escudier; Busseto, 20 oct. 1850, 1 p. in-8.","[{'date': '1872-04', 'price': 12.0}, {'date': '1892-11', 'price': 12.0}]",12.0,12.0,12.0
CAT_000039_e102_d1,Saint-Hyacinthe,"L. a. s.; SanJorris Polder, 1741, 4 p. in-4.","[{'date': '1887-03', 'price': 10.0}, {'date': '1876-11', 'price': 10.0}]",10.0,10.0,10.0
CAT_000037_e157_d1,Salvador,".-L. a. s. ; Alger, 1863, 1 p. in-f.","[{'date': '1887-03', 'price': 6.0}, {'date': '1873-06', 'price': 6.0}]",6.0,6.0,6.0
CAT_000107_e169_d1,Say,"L. a. s. à David Ricardo (le grand écononomiste anglais) ; Paris, 15 juin 1822, 2 p. 1/4 in-4","[{'date': '1888-05', 'price': 20.0}, {'date': '1887-03', 'price': 20.0}]",20.0,20.0,20.0
CAT_000120_e246_d1,Scudéry,"Quittance sig. sur vélin, 1662, in-8 obl. Jolie pièce.","[{'date': '1885-02', 'price': 20.0}, {'date': '1887-03', 'price': 20.0}, {'date': '1888-12', 'price': 35.0}]",25.0,35.0,20.0
CAT_000120_e249_d1,Sévigné,"P. s., signée aussi par son mari Henri, marquis de Sevigné, Marie de L. a. Croix, veuve de Gabriel de Guénégaud. Claude de Guénégaud, trésorier du Roi, Phitippe de Coulanges (oncle de Madame de Sévigné), Léonor de Rabutin, comte de Bussy, lieutenant-général, et l'abbé Christophe de Coulanges; Paris, 8 fév. 1644 et 30 janvier 1645, 3 p. 1/2 in-4. Tachée d'humidité et raccommodée. Très-rare","[{'date': '1894-02', 'price': 150.0}, {'date': '1887-03', 'price': 200.0}, {'date': '1886-02', 'price': 200.0}, {'date': '1888-12', 'price': 200.0}]",187.5,200.0,150.0
CAT_000107_e185_d1,Sismondi,"L. a. s., en français, à M. Cusani, à Milan; Pescia, 1837, 3 p. in-8.","[{'date': '1885-02', 'price': 8.0}, {'date': '1887-03', 'price': 8.0}]",8.0,8.0,8.0
CAT_000328_e268_d1,Soissons,"Pièce sig.; 27 janv. 1674, 2 p. in-fol.","[{'date': '1887-03', 'price': 15.0}, {'date': '1893-02', 'price': 15.0}]",15.0,15.0,15.0
CAT_000070_e100_d1,Steuben,"L. a. s., en français, 1841, 1 p. in-8. Cachet. Belle lettre.","[{'date': '1887-03', 'price': 10.0}, {'date': '1884-02', 'price': 10.0}]",10.0,10.0,10.0
CAT_000078_e82_d1,Tott,"L. a. s.; 1788, 1/2 p. in-4. Cachet.","[{'date': '1887-03', 'price': 15.0}, {'date': '1881-10', 'price': 5.0}, {'date': '1885-05', 'price': 15.0}]",11.67,15.0,5.0
CAT_000116_e245_d1,Tourville,"Pièce sig.; Brest, 21 oct. 1693, 1 p. in-4. Cachet à ses armes.","[{'date': '1887-03', 'price': 8.0}, {'date': '1885-02', 'price': 5.0}, {'date': '1888-05', 'price': 8.0}]",7.0,8.0,5.0
CAT_000116_e246_d1,Trezo,"Pièce aut. sig., 17 mai 1588, 1/2 p. in-fol. Tres-rare.","[{'date': '1887-03', 'price': 125.0}, {'date': '1893-08', 'price': None}, {'date': '1888-05', 'price': 125.0}]",125.0,125.0,125.0
CAT_000076_e111_d1,Uhrich,"Pièce sig., 1849, 1 p. in-4.","[{'date': '1887-03', 'price': 2.0}, {'date': '1885-03', 'price': 2.0}]",2.0,2.0,2.0
CAT_000075_e193_d1,Ulliac-Trémadeure,"L. a. s. à M. Ducessois, 1845, 1 p. 1/2 in-8.","[{'date': '1887-03', 'price': 3.0}, {'date': '1885-02', 'price': 3.0}]",3.0,3.0,3.0
CAT_000107_e229_d1,Vallot,"Quit. sig. sur vélin, 1649, in-8 obl., écornée.","[{'date': '1885-03', 'price': 5.0}, {'date': '1887-03', 'price': 5.0}]",5.0,5.0,5.0
CAT_000074_e102_d1,Valois,"Quit. sig. sur vélin, 1686, in-8 obl.","[{'date': '1887-03', 'price': 6.0}, {'date': '1884-12', 'price': 6.0}]",6.0,6.0,6.0
CAT_000076_e120_d1,Ver,"L. a. s. au duc Pasquier, 1836, 1 p. in-4. Cachet.","[{'date': '1887-03', 'price': 5.0}, {'date': '1885-03', 'price': 5.0}]",5.0,5.0,5.0
CAT_000077_e179_d1,Vertamont,"L. a. s.; 2 juin 1652, 2 p. in-4.","[{'date': '1887-03', 'price': 20.0}, {'date': '1885-04', 'price': 20.0}]",20.0,20.0,20.0
CAT_000076_e129_d1,Vien,"Pièce sig.; Rome, 1779, 1/2 p. in-4 obl.","[{'date': '1887-03', 'price': 5.0}, {'date': '1885-03', 'price': 5.0}]",5.0,5.0,5.0
CAT_000107_e245_d1,Vigny,"L. a. s. à Anténor Joly, 1836, 1 p. in-8. Cachet.","[{'date': '1886-02', 'price': 4.0}, {'date': '1887-03', 'price': 4.0}]",4.0,4.0,4.0
CAT_000130_e101_d1,Daubenton,"L. a. s. à M. Adam, notaire à Montbard ; Paris, 12 octobre 1785, 1 p. petit in-4, cachet. Belle lettre.","[{'date': '1890-12', 'price': 15.0}, {'date': '1890-04', 'price': 15.0}]",15.0,15.0,15.0
CAT_000236_e115_d1,Edwige-Eléonore,"Pièce sig., sig. aussi par le général Ch.-Gustave Wrangell (le célèbre compagnon d'armes de Turenne pendant la guerre de Trente-Ans) ; Stockholm, 23 mai 1671, 1 p. 3/4 in-fol. Légèrement déchiree.","[{'date': '1890-04', 'price': 15.0}, {'date': '1893-02', 'price': 15.0}, {'date': '1896-03', 'price': 15.0}]",15.0,15.0,15.0
CAT_000130_e166_d1,Guizot,"L. a. s. au roi Louis-Philippe ; 29 août 1846, 1 p. 1/2 in-8. Jolie lettre.","[{'date': '1896-01', 'price': 12.0}, {'date': '1890-04', 'price': 12.0}]",12.0,12.0,12.0
CAT_000088_e107_d1,Leroux,"L. a. s. à Ch. Duveyrier, (1845), 1 p. in-8.","[{'date': '1884-02', 'price': 5.0}, {'date': '1890-04', 'price': 5.0}, {'date': '1885-12', 'price': 6.0}]",5.33,6.0,5.0
CAT_000239_e37_d1,Brahé,"Let. sig., avec la souscript. aut. en latin, à Ritterhusius; Goteborg, 25 février 1660, 1 p. 1/2 in-4.","[{'date': '1890-04', 'price': 22.0}, {'date': '1893-02', 'price': 20.0}, {'date': '1896-07', 'price': 20.0}]",20.67,22.0,20.0
CAT_000197_e89_d1,Fernig,"Pièce aut. sig., Hambourg, 15 juillet 1813, 2/3 de p. in-4.","[{'date': '1893-02', 'price': 5.0}, {'date': '1893-02', 'price': 5.0}]",5.0,5.0,5.0
CAT_000197_e90_d1,Fernig,"2 1. a. s., l'une de Félicité et l'autre de Théophile, à M. François, avocat à Valenciennes; Bruxelles, 1818-19, 4 p. in-4 Curieuses.","[{'date': '1890-12', 'price': 30.0}, {'date': '1893-02', 'price': 20.0}, {'date': '1893-02', 'price': 20.0}]",23.33,30.0,20.0
CAT_000197_e92_d1,Fieschi,"L. a. s. à Mme Lenouy; prison du Luxembourg, 17 février 1836, 1 p. in-4.","[{'date': '1883-12', 'price': 15.0}, {'date': '1892-03', 'price': 20.0}, {'date': '1893-02', 'price': 15.0}]",16.67,20.0,15.0
CAT_000239_e122_d1,Foscolo,"L. a. s., en français, à mistress Graham, à Plympton; (Londres), 3 février 1821, 3 p. in-4.","[{'date': '1891-11', 'price': 25.0}, {'date': '1893-02', 'price': 20.0}, {'date': '1896-07', 'price': 20.0}]",21.67,25.0,20.0
CAT_000197_e114_d1,Grétry,"L. a. s. (à Lesueur); Paris, 7 déc. 1809, 1 p. in-8.","[{'date': '1896-03', 'price': 12.0}, {'date': '1892-05', 'price': 25.0}, {'date': '1893-02', 'price': 12.0}]",16.33,25.0,12.0
